idImpianto;descCarburante;prezzo;isSelf;dtComu
3464;Benzina;2.409;0;20260717
3464;Benzina;2.049;1;20260717
3464;Gasolio;2.549;0;20260717
3464;Gasolio;2.189;1;20260717
3464;Metano;1.649;0;20260717
3464;GPL;0.915;0;20260717
3468;Benzina;1.955;1;20260719
3468;Gasolio;2.058;1;20260719
3468;GPL;0.918;0;20260719
3471;Benzina;2.385;0;20260717
3471;Benzina;2.039;1;20260717
3471;Gasolio;2.489;0;20260717
3471;Gasolio;2.159;1;20260717
3471;Metano;1.549;0;20260717
3471;GPL;0.899;0;20260717
3473;Benzina;2.288;0;20260719
3473;Benzina;1.979;1;20260719
3473;Gasolio;2.418;0;20260719
3473;Gasolio;2.109;1;20260719
3473;Metano;1.565;0;20260719
3473;GPL;0.844;0;20260719
3473;Blue Super;2.407;0;20260719
3473;Blue Super;2.103;1;20260719
3473;Blue Diesel;2.528;0;20260719
3473;Blue Diesel;2.219;1;20260719
3474;Benzina;2.449;0;20260718
3474;Benzina;2.049;1;20260718
3474;Gasolio;2.589;0;20260718
3474;Gasolio;2.189;1;20260718
3486;Benzina;2.412;0;20260717
3486;Benzina;2.072;1;20260717
3486;Gasolio;2.452;0;20260717
3486;Gasolio;2.192;1;20260717
3489;Benzina;2.419;0;20260717
3489;Benzina;1.989;1;20260717
3489;Gasolio;2.569;0;20260717
3489;Gasolio;2.139;1;20260717
3489;Metano;1.529;0;20260717
3489;GPL;0.915;0;20260717
3492;Benzina;2.274;0;20260718
3492;Benzina;2.024;1;20260718
3492;Gasolio;2.404;0;20260718
3492;Gasolio;2.155;1;20260718
3492;GPL;0.877;0;20260718
3492;Blue Diesel;2.504;0;20260718
3492;Blue Diesel;2.255;1;20260718
3493;Benzina;2.189;0;20260719
3493;Benzina;1.989;1;20260719
3493;Gasolio;2.319;0;20260719
3493;Gasolio;2.119;1;20260719
3493;Metano;1.619;0;20260719
3493;GPL;0.899;0;20260719
3493;Blue Diesel;2.419;0;20260719
3493;Blue Diesel;2.219;1;20260719
3493;HVOlution;2.319;0;20260719
3493;HVOlution;2.119;1;20260719
3503;Benzina;2.289;0;20260717
3503;Benzina;2.039;1;20260717
3503;Gasolio;2.369;0;20260717
3503;Gasolio;2.119;1;20260717
3503;Metano;1.699;0;20260717
3503;GPL;0.899;0;20260717
3503;Hi-Q Diesel;2.619;0;20260717
3503;Hi-Q Diesel;2.419;1;20260717
3503;HiQ Perform+;2.559;0;20260717
3503;HiQ Perform+;2.339;1;20260717
3503;HVO;2.119;1;20260717
3510;Benzina;2.349;0;20260717
3510;Benzina;1.999;1;20260717
3510;Gasolio;2.469;0;20260717
3510;Gasolio;2.119;1;20260717
3510;GPL;0.899;0;20260717
3511;Benzina;2.198;0;20260716
3511;Benzina;1.998;1;20260716
3511;Gasolio;2.299;0;20260716
3511;Gasolio;2.169;1;20260716
3511;Gasolio speciale;2.398;0;20260715
3511;Gasolio speciale;2.198;1;20260715
3512;Benzina;2.269;0;20260720
3512;Benzina;2.069;1;20260720
3512;Gasolio;2.399;0;20260720
3512;Gasolio;2.199;1;20260720
3512;Gasolio speciale;2.498;0;20260720
3512;Gasolio speciale;2.398;1;20260720
3513;Benzina;2.279;0;20260720
3513;Benzina;2.064;1;20260720
3513;Gasolio;2.379;0;20260720
3513;Gasolio;2.164;1;20260720
3513;Hi-Q Diesel;2.629;0;20260720
3513;Hi-Q Diesel;2.464;1;20260720
3513;HiQ Perform+;2.549;0;20260720
3513;HiQ Perform+;2.364;1;20260720
3514;Benzina;2.229;0;20260718
3514;Benzina;1.984;1;20260718
3514;Gasolio;2.384;0;20260718
3514;Gasolio;2.139;1;20260718
3514;GPL;0.879;0;20260718
3514;Hi-Q Diesel;2.634;0;20260718
3514;Hi-Q Diesel;2.439;1;20260718
3514;HiQ Perform+;2.499;0;20260718
3514;HiQ Perform+;2.284;1;20260718
3514;HVO;2.349;0;20260718
3514;HVO;2.139;1;20260718
3515;Benzina;2.279;0;20260716
3515;Benzina;2.064;1;20260716
3515;Gasolio;2.379;0;20260716
3515;Gasolio;2.164;1;20260716
3515;Hi-Q Diesel;2.549;0;20260716
3515;Hi-Q Diesel;2.384;1;20260716
3515;HiQ Perform+;2.459;0;20260716
3515;HiQ Perform+;2.274;1;20260716
3516;Benzina;2.124;0;20260717
3516;Benzina;1.924;1;20260717
3516;Gasolio;2.262;0;20260717
3516;Gasolio;2.062;1;20260717
3516;GPL;0.898;0;20260717
3516;Gasolio speciale;2.399;0;20260717
3516;Gasolio speciale;2.199;1;20260717
3518;Benzina;2.258;0;20260719
3518;Benzina;2.063;1;20260719
3518;Gasolio;2.494;0;20260719
3518;Gasolio;2.299;1;20260719
3518;GPL;0.899;0;20260719
3518;Blue Diesel;2.394;0;20260719
3518;Blue Diesel;2.179;1;20260719
3521;Benzina;2.294;0;20260719
3521;Benzina;2.037;1;20260719
3521;Gasolio;2.424;0;20260719
3521;Gasolio;2.167;1;20260719
3521;GPL;0.927;0;20260719
3521;Blue Super;2.187;1;20260719
3521;Blue Diesel;2.524;0;20260719
3521;Blue Diesel;2.267;1;20260719
3526;Benzina;2.349;0;20260719
3526;Benzina;2.039;1;20260719
3526;Gasolio;2.479;0;20260719
3526;Gasolio;2.169;1;20260719
3526;GPL;0.899;0;20260720
3526;Blue Super;2.079;1;20260719
3526;Blue Diesel;2.579;0;20260719
3526;Blue Diesel;2.269;1;20260719
3527;Benzina;2.238;0;20260719
3527;Benzina;2.038;1;20260719
3527;Gasolio;2.498;0;20260719
3527;Gasolio;2.298;1;20260719
3527;GPL;0.899;0;20260719
3527;Blue Super;2.249;0;20260719
3527;Blue Super;2.049;1;20260719
3527;Blue Diesel;2.499;0;20260719
3527;Blue Diesel;2.299;1;20260719
3530;Benzina;2.250;0;20260719
3530;Benzina;2.040;1;20260719
3530;Gasolio;2.384;0;20260719
3530;Gasolio;2.174;1;20260719
3530;Blue Diesel;2.484;0;20260719
3530;Blue Diesel;2.274;1;20260719
3533;Benzina;2.049;1;20260718
3533;Gasolio;2.189;1;20260718
3535;Benzina;2.334;0;20260718
3535;Benzina;1.979;1;20260718
3535;Gasolio;2.434;0;20260718
3535;Gasolio;2.079;1;20260718
3544;Benzina;2.372;0;20260719
3544;Benzina;1.992;1;20260719
3544;Gasolio;2.462;0;20260719
3544;Gasolio;2.082;1;20260719
3544;GPL;0.912;0;20260719
3544;Supreme Diesel;2.662;0;20260719
3544;Supreme Diesel;2.282;1;20260719
3546;Benzina;2.384;0;20260717
3546;Benzina;1.999;1;20260717
3546;Gasolio;2.524;0;20260717
3546;Gasolio;2.139;1;20260717
3547;Benzina;2.312;0;20260717
3547;Benzina;2.012;1;20260717
3547;Gasolio;2.482;0;20260717
3547;Gasolio;2.182;1;20260717
3547;GPL;0.742;0;20260717
3547;Supreme Diesel;2.682;0;20260717
3547;Supreme Diesel;2.382;1;20260717
3548;Benzina;2.364;0;20260717
3548;Benzina;2.004;1;20260717
3548;Gasolio;2.499;0;20260717
3548;Gasolio;2.144;1;20260717
3549;Benzina;2.384;0;20260717
3549;Benzina;1.999;1;20260717
3549;Gasolio;2.524;0;20260717
3549;Gasolio;2.139;1;20260717
3549;Metano;1.619;0;20260717
3549;GPL;0.879;0;20260717
3551;Benzina;2.138;0;20260718
3551;Benzina;2.038;1;20260718
3551;Gasolio;2.319;0;20260718
3551;Gasolio;2.199;1;20260718
3551;Benzina WR 100;2.292;0;20260718
3551;Benzina WR 100;2.192;1;20260718
3552;Benzina;2.382;0;20260718
3552;Benzina;2.002;1;20260718
3552;Gasolio;2.532;0;20260718
3552;Gasolio;2.152;1;20260718
3552;GPL;0.812;0;20260718
3552;Supreme Diesel;2.732;0;20260718
3552;Supreme Diesel;2.352;1;20260718
3553;Benzina;2.372;0;20260717
3553;Benzina;1.992;1;20260717
3553;Gasolio;2.562;0;20260717
3553;Gasolio;2.182;1;20260717
3553;GPL;0.892;0;20260717
3553;Supreme Diesel;2.762;0;20260717
3553;Supreme Diesel;2.382;1;20260717
3554;Benzina;2.234;0;20260718
3554;Benzina;1.964;1;20260718
3554;Gasolio;2.384;0;20260718
3554;Gasolio;2.114;1;20260718
3554;Hi-Q Diesel;2.634;0;20260718
3554;Hi-Q Diesel;2.414;1;20260718
3555;Benzina;2.219;0;20260718
3555;Benzina;1.969;1;20260718
3555;Gasolio;2.369;0;20260718
3555;Gasolio;2.114;1;20260718
3555;Metano;1.699;0;20260718
3555;GPL;0.849;0;20260718
3555;Hi-Q Diesel;2.619;0;20260718
3555;Hi-Q Diesel;2.414;1;20260718
3555;HiQ Perform+;2.489;0;20260718
3555;HiQ Perform+;2.269;1;20260718
3555;HVO;2.114;1;20260718
3558;Benzina;2.432;0;20260716
3558;Benzina;2.072;1;20260716
3558;Gasolio;2.542;0;20260716
3558;Gasolio;2.182;1;20260716
3558;GPL;0.872;0;20260716
3558;Gasolio Premium;2.742;0;20260716
3558;Gasolio Premium;2.382;1;20260716
3559;Benzina;2.232;0;20260717
3559;Benzina;2.002;1;20260717
3559;Gasolio;2.482;0;20260717
3559;Gasolio;2.152;1;20260717
3559;GPL;0.922;0;20260717
3559;Supreme Diesel;2.682;0;20260717
3559;Supreme Diesel;2.352;1;20260717
3561;Benzina;2.382;0;20260717
3561;Benzina;2.002;1;20260717
3561;Gasolio;2.562;0;20260717
3561;Gasolio;2.182;1;20260717
3561;GPL;0.842;0;20260717
3561;Supreme Diesel;2.762;0;20260717
3561;Supreme Diesel;2.382;1;20260717
3562;Benzina;2.382;0;20260720
3562;Benzina;2.002;1;20260720
3562;Gasolio;2.552;0;20260720
3562;Gasolio;2.172;1;20260720
3562;GPL;0.912;0;20260720
3562;Supreme Diesel;2.752;0;20260720
3562;Supreme Diesel;2.372;1;20260720
3563;Benzina;2.362;0;20260717
3563;Benzina;2.032;1;20260717
3563;Gasolio;2.532;0;20260717
3563;Gasolio;2.202;1;20260717
3563;GPL;0.902;0;20260717
3563;Supreme Diesel;2.732;0;20260717
3563;Supreme Diesel;2.402;1;20260717
3565;Benzina;2.364;0;20260719
3565;Benzina;2.004;1;20260719
3565;Gasolio;2.504;0;20260719
3565;Gasolio;2.144;1;20260719
3565;GPL;0.855;0;20260719
3566;Benzina;2.339;0;20260717
3566;Benzina;2.049;1;20260717
3566;Gasolio;2.449;0;20260717
3566;Gasolio;2.159;1;20260717
3566;GPL;0.719;0;20260717
3566;Hi-Q Diesel;2.699;0;20260717
3566;Hi-Q Diesel;2.459;1;20260717
3566;HiQ Perform+;2.529;0;20260717
3566;HiQ Perform+;2.349;1;20260717
3566;HVO;2.449;0;20260717
3566;HVO;2.159;1;20260717
3568;Benzina;2.249;0;20260718
3568;Benzina;2.029;1;20260718
3568;Gasolio;2.379;0;20260718
3568;Gasolio;2.159;1;20260718
3568;Metano;1.499;0;20260718
3568;Hi-Q Diesel;2.629;0;20260718
3568;Hi-Q Diesel;2.459;1;20260718
3568;HiQ Perform+;2.519;0;20260718
3568;HiQ Perform+;2.329;1;20260718
3574;Benzina;2.177;0;20260719
3574;Benzina;1.999;1;20260719
3574;Gasolio;2.307;0;20260719
3574;Gasolio;2.129;1;20260719
3574;GPL;0.797;0;20260719
3574;Blue Super;2.327;0;20260719
3574;Blue Super;2.149;1;20260719
3574;Blue Diesel;2.407;0;20260719
3574;Blue Diesel;2.229;1;20260719
3575;Benzina;2.240;0;20260719
3575;Benzina;2.050;1;20260719
3575;Gasolio;2.372;0;20260719
3575;Gasolio;2.182;1;20260719
3575;Blue Diesel;2.472;0;20260719
3575;Blue Diesel;2.282;1;20260719
3581;Benzina;2.349;0;20260718
3581;Benzina;1.999;1;20260718
3581;Gasolio;2.509;0;20260718
3581;Gasolio;2.159;1;20260718
3581;GPL;0.850;0;20260718
3581;Gasolio Premium;2.359;1;20260718
3586;Benzina;2.255;0;20260719
3586;Benzina;2.045;1;20260719
3586;Gasolio;2.384;0;20260719
3586;Gasolio;2.174;1;20260719
3586;Blue Super;2.095;1;20260719
3586;Blue Diesel;2.484;0;20260719
3586;Blue Diesel;2.274;1;20260719
3587;Benzina;2.389;0;20260718
3587;Benzina;2.039;1;20260718
3587;Gasolio;2.539;0;20260718
3587;Gasolio;2.189;1;20260718
3587;GPL;0.839;0;20260718
3587;Gasolio Premium;2.739;0;20260718
3587;Gasolio Premium;2.389;1;20260718
3588;Benzina;2.224;0;20260719
3588;Benzina;1.974;1;20260719
3588;Gasolio;2.354;0;20260719
3588;Gasolio;2.104;1;20260719
3588;GPL;0.769;0;20260719
3588;Blue Diesel;2.454;0;20260719
3588;Blue Diesel;2.204;1;20260719
3598;Benzina;2.379;0;20260717
3598;Benzina;2.019;1;20260717
3598;Gasolio;2.499;0;20260717
3598;Gasolio;2.139;1;20260717
3598;Metano;1.599;0;20260717
3598;GPL;0.899;0;20260717
3599;Benzina;2.349;0;20260717
3599;Benzina;1.999;1;20260717
3599;Gasolio;2.479;0;20260716
3599;Gasolio;2.139;1;20260717
3606;Benzina;2.055;1;20260718
3606;Gasolio;2.198;1;20260718
3606;Blue Super;2.205;1;20260718
3606;Blue Diesel;2.298;1;20260718
3606;HVOlution;2.118;1;20260718
3607;Benzina;2.399;0;20260718
3607;Benzina;1.999;1;20260718
3607;Gasolio;2.539;0;20260718
3607;Gasolio;2.139;1;20260718
3607;GPL;0.899;0;20260718
3612;Benzina;1.979;1;20260718
3612;Gasolio;2.119;1;20260718
3612;GPL;0.839;0;20260718
3618;Benzina;2.234;0;20260719
3618;Benzina;2.020;1;20260719
3618;Gasolio;2.364;0;20260719
3618;Gasolio;2.150;1;20260719
3618;Metano;1.605;0;20260719
3618;GPL;0.817;0;20260719
3618;Blue Super;2.384;0;20260719
3618;Blue Diesel;2.464;0;20260719
3618;Blue Diesel;2.250;1;20260719
3625;Benzina;2.255;0;20260719
3625;Benzina;2.025;1;20260719
3625;Gasolio;2.364;0;20260719
3625;Gasolio;2.134;1;20260719
3625;Blue Super;2.175;1;20260719
3625;Blue Diesel;2.464;0;20260719
3625;Blue Diesel;2.234;1;20260719
3626;Benzina;2.279;0;20260719
3626;Benzina;2.069;1;20260719
3626;Gasolio;2.409;0;20260719
3626;Gasolio;2.199;1;20260719
3626;Metano;1.617;0;20260719
3626;Metano;1.617;1;20260719
3626;Blue Super;2.429;0;20260719
3626;Blue Diesel;2.509;0;20260719
3626;Blue Diesel;2.299;1;20260719
3630;Benzina;2.173;0;20260719
3630;Benzina;1.999;1;20260719
3630;Gasolio;2.302;0;20260719
3630;Gasolio;2.129;1;20260719
3630;GPL;0.794;0;20260719
3630;Blue Super;2.118;0;20260715
3630;Blue Super;1.952;1;20260715
3630;Blue Diesel;2.402;0;20260719
3630;Blue Diesel;2.229;1;20260719
3635;Benzina;2.019;1;20260720
3635;Gasolio;2.169;1;20260720
3635;GPL;0.905;0;20260720
3636;Benzina;2.029;1;20260719
3636;Gasolio;2.169;1;20260719
3636;GPL;0.905;0;20260719
3641;Benzina;2.349;0;20260717
3641;Benzina;1.999;1;20260717
3641;Gasolio;2.489;0;20260717
3641;Gasolio;2.139;1;20260717
3645;Benzina;2.149;0;20260717
3645;Benzina;1.939;1;20260717
3645;Gasolio;2.299;0;20260717
3645;Gasolio;2.089;1;20260717
3645;GPL;0.876;0;20260718
3646;Benzina;2.305;0;20260719
3646;Benzina;2.035;1;20260719
3646;Gasolio;2.434;0;20260719
3646;Gasolio;2.164;1;20260719
3646;Blue Super;2.455;0;20260719
3646;Blue Diesel;2.534;0;20260719
3646;Blue Diesel;2.264;1;20260719
3651;Benzina;2.275;0;20260719
3651;Benzina;2.065;1;20260719
3651;Gasolio;2.404;0;20260719
3651;Gasolio;2.194;1;20260719
3651;GPL;0.962;0;20260719
3651;Blue Super;2.095;1;20260719
3651;Blue Diesel;2.424;0;20260719
3651;Blue Diesel;2.214;1;20260719
3654;Benzina;2.198;0;20260718
3654;Benzina;1.978;1;20260718
3654;Gasolio;2.398;0;20260718
3654;Gasolio;2.088;1;20260718
3666;Benzina;2.449;0;20260719
3666;Benzina;2.049;1;20260719
3666;Gasolio;2.549;0;20260719
3666;Gasolio;2.149;1;20260719
3666;GPL;0.999;0;20260719
3668;Benzina;2.162;0;20260719
3668;Benzina;1.958;1;20260719
3668;Gasolio;2.312;0;20260719
3668;Gasolio;2.102;1;20260719
3668;Metano;1.759;0;20260719
3668;GPL;0.855;0;20260719
3668;Blue Super;2.047;1;20260719
3668;Blue Diesel;2.412;0;20260719
3668;Blue Diesel;2.201;1;20260719
3668;HVOlution;2.262;0;20260719
3668;HVOlution;2.052;1;20260719
3680;Benzina;2.309;0;20260717
3680;Benzina;2.009;1;20260717
3680;Gasolio;2.439;0;20260717
3680;Gasolio;2.199;1;20260717
3680;GPL;0.839;0;20260717
3686;Benzina;2.309;0;20260717
3686;Benzina;2.069;1;20260717
3686;Gasolio;2.439;0;20260717
3686;Gasolio;2.259;1;20260717
3686;GPL;0.879;0;20260717
3687;Benzina;2.459;0;20260716
3687;Benzina;2.069;1;20260717
3687;Gasolio;2.579;0;20260717
3687;Gasolio;2.189;1;20260717
3706;Benzina;2.319;0;20260719
3706;Benzina;2.036;1;20260719
3706;Gasolio;2.459;0;20260719
3706;Gasolio;2.174;1;20260719
3706;GPL;0.959;0;20260719
3706;Blue Super;2.319;0;20260719
3706;Blue Super;2.199;1;20260719
3706;Blue Diesel;2.499;0;20260719
3706;Blue Diesel;2.349;1;20260719
3707;Benzina;2.319;0;20260719
3707;Benzina;2.089;1;20260719
3707;Gasolio;2.449;0;20260719
3707;Gasolio;2.219;1;20260719
3707;Blue Super;2.469;0;20260719
3707;Blue Super;2.239;1;20260719
3707;Blue Diesel;2.549;0;20260719
3707;Blue Diesel;2.319;1;20260719
3711;Benzina;2.319;0;20260717
3711;Benzina;2.049;1;20260717
3711;Gasolio;2.429;0;20260717
3711;Gasolio;2.159;1;20260717
3711;Metano;1.599;0;20260717
3711;GPL;0.709;0;20260717
3714;Benzina;2.319;0;20260719
3714;Benzina;2.032;1;20260719
3714;Gasolio;2.419;0;20260719
3714;Gasolio;2.168;1;20260719
3714;Metano;1.719;0;20260719
3714;GPL;0.959;0;20260719
3714;Blue Diesel;2.529;0;20260719
3714;Blue Diesel;2.318;1;20260719
3714;HVOlution;2.399;0;20260719
3714;HVOlution;2.148;1;20260719
3715;Benzina;2.211;0;20260719
3715;Benzina;2.044;1;20260719
3715;Gasolio;2.341;0;20260719
3715;Gasolio;2.174;1;20260719
3715;GPL;0.902;0;20260719
3715;Blue Super;2.361;0;20260719
3715;Blue Super;2.194;1;20260719
3715;Blue Diesel;2.441;0;20260719
3715;Blue Diesel;2.274;1;20260719
3717;Benzina;2.319;0;20260719
3717;Benzina;2.035;1;20260719
3717;Gasolio;2.429;0;20260719
3717;Gasolio;2.169;1;20260719
3717;Metano;1.719;0;20260719
3717;GPL;0.959;0;20260719
3717;Blue Super;2.439;0;20260719
3717;Blue Super;2.239;1;20260719
3717;Blue Diesel;2.529;0;20260719
3717;Blue Diesel;2.319;1;20260719
3719;Benzina;2.208;0;20260719
3719;Benzina;1.997;1;20260719
3719;Gasolio;2.342;0;20260719
3719;Gasolio;2.131;1;20260719
3719;GPL;0.916;0;20260719
3719;Blue Diesel;2.442;0;20260719
3719;Blue Diesel;2.231;1;20260719
3719;HVOlution;2.342;0;20260719
3719;HVOlution;2.131;1;20260719
3728;Benzina;2.338;0;20260719
3728;Benzina;2.028;1;20260720
3728;Gasolio;2.464;0;20260719
3728;Gasolio;2.164;1;20260720
3728;GPL;0.839;0;20260719
3728;Blue Diesel;2.574;0;20260719
3728;Blue Diesel;2.264;1;20260720
3728;HVOlution;2.464;0;20260719
3728;HVOlution;2.164;1;20260720
3730;Benzina;2.215;0;20260719
3730;Benzina;2.032;1;20260719
3730;Gasolio;2.346;0;20260719
3730;Gasolio;2.163;1;20260719
3730;Metano;1.704;0;20260719
3730;GPL;0.887;0;20260719
3730;Blue Super;1.000;0;20260719
3730;Blue Super;1.000;1;20260719
3730;Blue Diesel;2.446;0;20260719
3730;Blue Diesel;2.263;1;20260719
3733;Benzina;2.244;0;20260720
3733;Benzina;1.989;1;20260720
3733;Gasolio;2.394;0;20260720
3733;Gasolio;2.134;1;20260720
3733;GPL;0.909;0;20260720
3746;Benzina;2.284;0;20260719
3746;Benzina;2.011;1;20260719
3746;Gasolio;2.409;0;20260719
3746;Gasolio;2.136;1;20260719
3746;Blue Super;2.394;0;20260719
3746;Blue Super;2.121;1;20260719
3746;Blue Diesel;2.509;0;20260719
3746;Blue Diesel;2.236;1;20260719
3747;Benzina;2.321;0;20260719
3747;Benzina;2.039;1;20260719
3747;Gasolio;2.451;0;20260719
3747;Gasolio;2.229;1;20260719
3748;Benzina;2.215;0;20260719
3748;Benzina;1.997;1;20260719
3748;Gasolio;2.350;0;20260719
3748;Gasolio;2.119;1;20260719
3748;GPL;0.816;0;20260719
3748;Blue Diesel;2.450;0;20260719
3748;Blue Diesel;2.219;1;20260719
3748;HVOlution;2.330;0;20260719
3748;HVOlution;2.099;1;20260719
3749;Benzina;2.209;0;20260719
3749;Benzina;2.209;1;20260719
3749;Gasolio;2.369;0;20260719
3749;Gasolio;2.369;1;20260719
3749;Benzina WR 100;2.359;0;20260719
3749;Benzina WR 100;2.359;1;20260719
3749;Gasolio Gelo;2.379;0;20260719
3749;Gasolio Gelo;2.379;1;20260719
3760;Benzina;2.229;0;20260718
3760;Benzina;2.029;1;20260718
3760;Gasolio;2.369;0;20260718
3760;Gasolio;2.169;1;20260718
3760;GPL;0.859;0;20260718
3760;Gasolio speciale;2.419;0;20260718
3760;Gasolio speciale;2.219;1;20260718
3763;Benzina;2.449;0;20260715
3763;Benzina;2.069;1;20260715
3763;Gasolio;2.499;0;20260715
3763;Gasolio;2.169;1;20260715
3763;GPL;0.986;0;20260715
3777;Benzina;2.419;0;20260720
3777;Benzina;2.069;1;20260720
3777;Gasolio;2.629;0;20260720
3777;Gasolio;2.279;1;20260720
3777;GPL;0.869;0;20260720
3777;Gasolio Premium;2.829;0;20260720
3777;Gasolio Premium;2.479;1;20260720
3798;Benzina;2.199;0;20260716
3798;Benzina;1.989;1;20260716
3798;Gasolio;2.389;0;20260716
3798;Gasolio;2.179;1;20260716
3798;GPL;0.869;0;20260716
3798;Hi-Q Diesel;2.639;0;20260716
3798;Hi-Q Diesel;2.479;1;20260716
3798;HiQ Perform+;2.469;0;20260716
3798;HiQ Perform+;2.289;1;20260716
3816;Benzina;2.134;1;20260717
3816;Gasolio;2.254;1;20260717
3816;GPL;0.934;0;20260717
3816;Hi-Q Diesel;2.364;1;20260717
3816;HiQ Perform+;2.354;1;20260717
3823;Benzina;2.449;0;20260718
3823;Benzina;2.039;1;20260718
3823;Gasolio;2.589;0;20260718
3823;Gasolio;2.179;1;20260718
3823;GPL;0.899;0;20260718
3829;Benzina;2.235;0;20260719
3829;Benzina;2.025;1;20260719
3829;Gasolio;2.334;0;20260719
3829;Gasolio;2.124;1;20260719
3829;GPL;0.970;0;20260719
3829;Blue Super;2.175;1;20260719
3829;Blue Diesel;2.434;0;20260719
3829;Blue Diesel;2.224;1;20260719
3836;Benzina;2.379;0;20260717
3836;Benzina;2.029;1;20260717
3836;Gasolio;2.479;0;20260717
3836;Gasolio;2.129;1;20260717
3836;GPL;0.899;0;20260717
3841;Benzina;2.272;0;20260719
3841;Benzina;2.062;1;20260719
3841;Gasolio;2.414;0;20260719
3841;Gasolio;2.204;1;20260719
3841;GPL;0.899;0;20260719
3841;Blue Diesel;2.514;0;20260719
3841;Blue Diesel;2.304;1;20260719
3842;Benzina;1.999;1;20260718
3842;Gasolio;2.139;1;20260718
3842;GPL;0.949;0;20260718
3843;Benzina;2.239;0;20260719
3843;Benzina;2.019;1;20260719
3843;Gasolio;2.369;0;20260719
3843;Gasolio;2.149;1;20260719
3843;GPL;0.882;0;20260719
3843;Blue Super;2.244;0;20260719
3843;Blue Super;2.034;1;20260719
3843;Blue Diesel;2.469;0;20260719
3843;Blue Diesel;2.249;1;20260719
3843;HVOlution;2.369;0;20260719
3843;HVOlution;2.149;1;20260719
3844;Benzina;2.239;0;20260719
3844;Benzina;2.019;1;20260719
3844;Gasolio;2.359;0;20260719
3844;Gasolio;2.139;1;20260719
3844;GPL;0.846;0;20260719
3844;Blue Super;2.389;0;20260719
3844;Blue Super;2.169;1;20260719
3844;Blue Diesel;2.459;0;20260719
3844;Blue Diesel;2.239;1;20260719
3850;Benzina;2.202;0;20260720
3850;Benzina;2.009;1;20260720
3850;Gasolio;2.325;0;20260720
3850;Gasolio;2.132;1;20260720
3850;Blue Super;2.267;0;20260719
3850;Blue Super;2.084;1;20260719
3850;Blue Diesel;2.425;0;20260720
3850;Blue Diesel;2.232;1;20260720
3850;HVOlution;2.325;0;20260720
3850;HVOlution;2.132;1;20260720
3851;Benzina;2.234;0;20260719
3851;Benzina;2.014;1;20260719
3851;Gasolio;2.359;0;20260719
3851;Gasolio;2.139;1;20260719
3851;Blue Diesel;2.459;0;20260719
3851;Blue Diesel;2.239;1;20260719
3851;HVOlution;2.139;1;20260719
3853;Benzina;2.239;0;20260719
3853;Benzina;1.999;1;20260719
3853;Gasolio;2.359;0;20260719
3853;Gasolio;2.139;1;20260719
3853;Metano;1.631;0;20260719
3853;GPL;0.912;0;20260719
3853;Blue Diesel;2.459;0;20260719
3853;Blue Diesel;2.239;1;20260719
3853;HVOlution;2.359;0;20260719
3853;HVOlution;2.139;1;20260719
3855;Benzina;2.170;0;20260719
3855;Benzina;1.957;1;20260719
3855;Gasolio;2.305;0;20260719
3855;Gasolio;2.096;1;20260719
3855;Blue Diesel;2.405;0;20260719
3855;Blue Diesel;2.197;1;20260719
3855;HVOlution;2.305;0;20260719
3855;HVOlution;2.096;1;20260719
3857;Benzina;2.149;0;20260719
3857;Benzina;1.969;1;20260719
3857;Gasolio;2.279;0;20260719
3857;Gasolio;2.099;1;20260719
3857;GPL;0.849;0;20260719
3857;Blue Super;2.299;0;20260719
3857;Blue Diesel;2.379;0;20260719
3857;Blue Diesel;2.199;1;20260719
3858;Benzina;2.159;0;20260719
3858;Benzina;1.959;1;20260719
3858;Gasolio;2.289;0;20260719
3858;Gasolio;2.099;1;20260719
3858;GPL;0.786;0;20260719
3858;Blue Diesel;2.389;0;20260719
3858;Blue Diesel;2.199;1;20260719
3858;HVOlution;2.099;1;20260719
3860;Benzina;2.138;0;20260719
3860;Benzina;1.958;1;20260719
3860;Gasolio;2.269;0;20260719
3860;Gasolio;2.088;1;20260719
3860;GPL;0.772;0;20260719
3860;Blue Super;1.955;0;20260719
3860;Blue Super;1.745;1;20260719
3860;Blue Diesel;2.369;0;20260719
3860;Blue Diesel;2.188;1;20260719
3860;HVOlution;2.088;1;20260719
3861;Benzina;2.188;0;20260719
3861;Benzina;1.963;1;20260719
3861;Gasolio;2.325;0;20260719
3861;Gasolio;2.100;1;20260719
3861;Metano;1.544;0;20260719
3861;GPL;0.812;0;20260719
3861;Blue Super;2.338;0;20260719
3861;Blue Super;2.113;1;20260719
3861;Blue Diesel;2.425;0;20260719
3861;Blue Diesel;2.200;1;20260719
3861;HVOlution;2.325;0;20260719
3861;HVOlution;2.100;1;20260719
3862;Benzina;2.214;0;20260719
3862;Benzina;2.008;1;20260719
3862;Gasolio;2.342;0;20260719
3862;Gasolio;2.136;1;20260719
3862;Metano;1.544;0;20260719
3862;GPL;0.812;0;20260719
3862;Blue Diesel;2.442;0;20260719
3862;Blue Diesel;2.236;1;20260719
3862;HVOlution;2.136;1;20260719
3867;Benzina;2.356;0;20260719
3867;Benzina;2.049;1;20260719
3867;Gasolio;2.489;0;20260719
3867;Gasolio;2.189;1;20260719
3867;GPL;0.879;0;20260720
3867;Hi-Q Diesel;2.739;0;20260719
