48121;Repsol;46.0160541;13.2573201;;;Tiemme Service S.A.S. di Tribos Daniele Sebastiano & C.
52852;IP;45.9357748;13.1754332;;;
49270;Eni;45.8378802;13.2114657;;;Eni Station
11892;Shell Aico Uno S.r.l.;45.6994512;13.8299716;;;Servizi & Gestioni Italia S.R.L.
8684;Eni;45.9600500;12.5121000;;;
11771;Shell;45.9595120;12.5024471;;;Servizi & Gestioni Italia S.R.L.
38395;;45.6973144;13.1428156;;;A.F. Petroli S.p.A.
14798;Esso;46.4162521;12.9191631;;;Centro Auto di Polonia Valerio
;Tamoil;46.0863100;12.6526404;;;Tamoil
9737;Esso;45.6253684;13.7953265;;;Riva Stefano
;IP;45.8888564;13.4455099;;;M 2 S.A.S. di Savino Aldrigo & C.
11076;;46.1048317;13.0935962;;;Stazione Eni di Mazza Giovanni
36300;;45.9439217;12.4625026;;;Cima Servizi S.R.L.
;;45.6498158;13.0929175;;;
37517;Api-Ip;46.4174600;12.5847248;;;D'Andrea Stefano
39070;Repsol;46.0989350;12.8540039;;;Matcu Diana
31382;;46.1035320;12.7501877;;;Som S.P.A.
33926;;45.9895436;13.0627012;;;S.I.A. Engineering Construction S.R.L.
7283;Q8;45.8223266;13.2149654;;;Servizi & Gestioni Italia S.R.L.
40564;;46.1824247;12.8776565;;;Zanet Marietto & C. S.N.C.
36503;;46.0853205;13.0299877;;;Singh Nirmal
50810;;46.0990686;13.1048508;;;Set Società a Responsabilità Limitata
30719;;46.1007380;13.1728220;;;Singh Kulvir
51577;;46.0239505;13.1923243;;;Kumar Rajinder
27651;IP;45.8893323;13.0354500;;;Degano Cesare
35710;;45.9320726;13.1464827;;;Coppino Mattia
28207;Tiemme Service;45.8920752;13.3780593;;;Tiemme Service S.A.S.
37243;Tamoil;45.9659678;12.9448731;;;Snaidero Loris
38130;Eni;45.9746479;13.3234364;;;Auto Metano Udine di Rosso Cristian & C. S.A.S.
31262;Kerotris Duino Nord;45.7774757;13.6078362;;;Duino Nord S.A.S.
3898;Kerotris Duino Sud;45.7765368;13.6084302;;;Duino Sud Petroli S.A.S. di Zorzin Silvana & C.
41030;;46.2246863;13.0109245;;;Vr Group di Vincenti Christian
33487;;46.4034439;12.8238704;;;Bar Alla Posta di Pacelli Giovanni
29740;;45.9668497;12.9684758;;;Big S.R.L.
29375;;46.0169651;12.6506195;;;Querenghi S.N.C. di Querenghi Antonio & Federico
27777;;45.9420909;12.5956306;;;Pignat Manuele
26173;;45.9729703;12.6136243;;;S.G.S. S.R.L.
22639;;46.0576759;12.6004949;;;Posocco Angelo
22076;;45.8910720;12.6960963;;;Conad Grigoletti S.R.L.
16868;IP;45.6821055;13.4053797;;;S.G. di Salmeri Dario & C. S.A.S.
42415;;45.8028100;13.2276200;;;Cantieri Marina San Giorgio S.p.A.
52387;IP;46.0088700;13.3308100;;;Fuel Service S.A.S. di Valenti Mario & C.
47169;Stazione di servizio GNP - Monfalcone;45.7922625;13.5601720;;;Gruppo Nord Petroli S.R.L.
47902;Oil Italia;46.5265771;13.0127002;;;Oil Italia S.R.L. Oil Italia Gmbh
46566;;45.9240300;12.9430100;;;Zanchetta Pietro
45355;IP;45.8892316;13.3092598;;;Geff S.R.L.
;Eni;45.8739909;13.0001464;;;
;Stazione di servizio GNP - Fontanafredda;45.9718900;12.5580812;;;
;Stazione di servizio GNP - Pordenone;45.9693053;12.6306947;;;Gruppo Nord Petroli S.R.L.
45333;Agip;46.4054953;13.2960821;;;Geff S.R.L.
9917;IP;46.0705516;13.1966348;;;Stazione di Servizio Ip di Bacinello Alfio e Mauro S.N.C.
52227;;45.8824578;13.2582772;;;Eni Fuel S.P.A.
53727;Esso Sgonico;45.7185651;13.7299462;;;Alfamax S.a.s. di Ghiretti Andrea & Zorzin F.
;Eni;45.9648155;13.1923122;;;
38527;Tamoil;46.3984188;13.1671584;;;Sarni S.R.L.
9002;Presani Marco;46.1000861;13.4423999;;;Servizi & Gestioni Italia S.R.L.
53643;;46.1535669;13.2186863;;;Impianto Ip Tricesimo - Fuel Service S.A.S.
;Eni;45.9599951;12.5121236;;;Celotto Alejandra & C. S.A.S.
;;45.9705740;12.9884186;;;
36519;ENI;45.9968815;12.6315413;;;Cki.Ara S.N.C. di Mazzon Maurizio
34172;Drusian;45.8881689;13.3536673;;;S.I.A. Engineering Construction S.R.L.
38706;Agip;45.8773018;13.3485401;;;Cescutti Daniela
14213;Eni;46.2871495;13.1223732;;;Zamolo S.A.S. di Zamolo Giulio & C.
38728;Q8;46.0158648;13.2694275;;;Fabro Michele
28291;Tamoil;45.6379173;13.8149834;;;
13942;Esso;45.6383374;13.8156217;;;De Cleva e Bernardini di De Cleva Paolo & C. S.A.S.
44256;Esso;45.8401705;13.4884509;;;D.P.2 S.R.L.
16980;AdriaEnergy;45.7086891;13.7443018;;;Adriaenergy S.R.L.
51341;Esso Trieste;45.6400267;13.7889179;;;Mian S.N.C.di Davide e Francesco Mian
9038;Eni;46.3267802;13.1341130;;;Di Bernardo Delia & Alba S.N.C.
15693;;46.1791827;13.0437591;;;Venier S.N.C. di Venier Sonia & C.
15835;IP;45.9062284;12.8654772;;;Gazziola Celio Diego
7262;Q8;45.9313921;12.8714185;;;Servizi & Gestioni Italia S.R.L.
18022;Eni;45.9247991;12.8737666;;;Luchin Alvario
21140;IP;45.8976349;12.8230069;;;Falconi Annalisa
28059;Esso;45.8063839;13.3907479;;;A. & B. S.A.S. di Alvaro Alessandro & C.
45246;Agip;45.8342107;13.1939418;;;Geff S.R.L.
26319;;46.2700321;12.3447215;;;Eugas S.R.L.
25825;IP;45.9498241;12.8821507;;;Ip Services S.R.L.
11772;Q8;45.9178119;12.8661410;;;Servizi & Gestioni Italia S.R.L.
21505;IP;46.0457107;12.8667227;;;Collaviti Gabriele
22248;Eni;45.8595076;12.9280675;;;Pilosio Silvio
34493;Eni;45.8502914;12.8819719;;;
53345;Eni;45.8951665;13.3092124;;;Eni Palmanova
12660;Agip;45.8781722;12.7792418;;;Sottil Giovanni
6023;Tamoil;45.8609664;12.7687538;;;Fiorenergy S.R.L.
31772;Agip;45.8087642;12.6786893;;;Kiryeyev Sergiy
12047;;45.8669511;12.6243041;;;Cima Servizi S.R.L.
